"Productnaam";"Interne referentie";"EAN";"Productgroep";"Beschrijving";"Nieuwe afbeeldingen";"Bestaande afbeeldingen";"Aantal artikelen in verpakking";"Aantal artikelen in verpakking Eenheid";"Aantal flessen";"Aantal lichtpunten";"Aantal stuks in verpakking";"Aantal stuks in verpakking Eenheid";"Afwateringsgat";"App vereist voor volledige functionaliteit";"Bediening verlichting";"Breekbaar";"CE Markering Document";"CE markering";"Diameter";"Diameter Eenheid";"Doelgroep";"Elektronisch adres fabrikant";"Energielabel document";"Fabrikant Adres";"Fabrikant Naam";"Fitting";"Fotoformaat breedte";"Fotoformaat breedte Eenheid";"Fotoformaat lengte";"Fotoformaat lengte Eenheid";"Funkussen";"Geschikt voor soort flessen";"Geschikt voor type deur";"IP waarde";"Inclusief lichtbron";"Informatie datagebruik document";"Inhoud van set";"Kan zelfstandig met internet verbinden";"Kleur";"Lichtbron verwijderbaar";"Magnetronbestendig";"Materiaal";"Materiaal onderstel";"Materiaal vulling";"Materiaal zitting";"Merk";"Met dimfunctie";"Ondersteuning met updates";"Ovenbestendig";"Product breedte";"Product breedte Eenheid";"Product hoogte";"Product hoogte Eenheid";"Product lengte";"Product lengte Eenheid";"Productinformatieblad document";"Producttaal";"Soort kaars";"Soort plantenbak";"Speciaal voor kinderen";"Taal handleiding";"Type Eetkamerstoel";"Type beeld of figuur";"Type dienblad";"Type dieren";"Type fotolijst";"Type hordeur";"Type kapstok";"Type kussen";"Type onderzetter";"Type opberger";"Type plaid";"Type raamfolie";"Type schoenverzorging";"Type serveerschaal";"Type tuinmeubelkussen";"Type tuinscherm";"Type tuinstoelkussen";"Type wijnafsluiter";"Vaatwasser veilig";"Verkrijgt of genereert dan wel verzamelt data";"Verpakkingstaal";"Verstelmogelijkheden";"Voedingstype";"Volume in liters";"Volume in liters Eenheid";"Voor binnen of buiten";"Vorm";"Vriezerbestendig";"Waarde energielabel";"Wasbaar";"Wattage per lichtpunt";"Wattage per lichtpunt Eenheid";"Wegwerp";"Woonthema";"eWaste";"Aansluitspanning";"Aansluitspanning Eenheid";"Aantal branduren";"Aantal branduren Eenheid";"Aantal consumenteneenheden (CE)";"Aantal delen";"Aantal foto's";"Aantal haken";"Aantal kussens";"Aantal lagen";"Aantal meegeleverde accu's/batterijen";"Aantal onderdelen";"Aantal vakken";"Accuduur";"Afknipbaar";"Afneembare hoes";"Anti-allergie";"Anti-slip";"App werkt op besturingssyteem";"BPA-vrij";"Bediening via mobiele app";"Betaalde diensten vereist";"Bluetooth vereist";"Breedte binnenkant";"Breedte binnenkant Eenheid";"Breedte lampenkap";"Breedte lampenkap Eenheid";"Compatibel met";"Country";"Delen van gebruikersgegevens vereist";"Diameter lampenkap";"Diameter lampenkap Eenheid";"Diepte";"Diepte Eenheid";"Diepte binnenkant";"Diepte binnenkant Eenheid";"Dikte";"Dikte Eenheid";"Draaibaar";"Dubbelwandig";"Dubbelzijdig";"Ergonomisch";"Erotisch product";"Fabrieksgarantie termijn";"Fan Merchandise";"Feestgelegenheid";"Fotomaat";"Game merchandise thema";"Geschikt als bijzettafel";"Geschikt om op te zitten";"Geschikt voor Camper- of Caravan";"Geschikt voor aantal kaarsen";"Geschikt voor aantal pennen";"Geschikt voor aantal personen";"Geschikt voor boot";"Geschikt voor breedte balkonrailing";"Geschikt voor breedte balkonrailing Eenheid";"Geschikt voor kinderkamer";"Geschikt voor leeftijd baby";"Geschikt voor materiaal";"Geschikt voor ruimte";"Geschikt voor wasdroger";"Gestoffeerd";"Geurnaam";"Geursoort";"Gewatteerde zitting";"Glow in the dark";"Grootte honden/kattenras";"Handbeschilderd";"Handgemaakt";"Handleiding";"Hittebestendig";"Hoogte armleuning";"Hoogte armleuning Eenheid";"In elkaar te stapelen";"Inclusief Passe-partout";"Inclusief armleuning";"Inclusief binnenkussen";"Inclusief deksel";"Inclusief hanger(s)";"Inclusief houder";"Inclusief opbergruimte";"Inclusief poten";"Inclusief steel";"Inclusief waterreservoir";"Inclusief wielen";"Ingeweven motief";"Inhoud";"Inhoud Eenheid";"Inklapbaar";"Inlusief bevestigingshaken";"Introductiejaar";"Introductiemaand";"Kapstokopties";"Kledingmaat";"Kleur licht";"Kleurtemperatuur";"Kleurtemperatuur Eenheid";"Levensduur lichtbronnen";"Levensduur lichtbronnen Eenheid";"Luchtdicht";"Lumen per lichtpunt";"Lumen per lichtpunt Eenheid";"MPN (Manufacturer Part Number)";"Maat";"Magnetisch";"Materiaal deksel";"Materiaal handgreep / handgrepen";"Materiaal onderkant";"Materiaal tijk";"Max. belastbaar gewicht";"Max. belastbaar gewicht Eenheid";"Merchandise van artiest";"Met bevestigingskoord";"Met clipsluiting";"Met handgreep / handgrepen";"Met klimrek";"Met lampenkap";"Met stand";"Met verlichting";"Met verstelbare leesarm";"Met wielen";"Meubelafwerking";"Mobiele data verbinding mogelijk";"Navulbaar";"Ondersteunt Matter";"Ongediertebestrijding";"Ophangbaar";"Ophangwijze";"Orthopedisch";"Patroon";"Personage";"Product diepte";"Product diepte Eenheid";"Product gewicht";"Product gewicht Eenheid";"Profielbreedte lijst";"Profielbreedte lijst Eenheid";"Reparatie type";"Seizoenscollectie";"Seizoensjaar";"Sluiting";"Smart Home Platform";"Snoer met stekker aan het product";"Snoerlengte";"Snoerlengte Eenheid";"Soort model";"Speciaal geschikt voor babykamer";"Speciaal geschikt voor barbecue";"Speciaal voor puppies";"Sportteam";"Stapelbaar";"Steellengte";"Steellengte Eenheid";"Stevigheid kussen";"Stijl";"Stoelen stapelbaar";"TOG-waarde";"Thema";"Thema kerstbal";"Type afwerking";"Type beker";"Type bevestiging";"Type bevestiging";"Type bewaarsysteem";"Type deksel";"Type deurmat";"Type ergonomisch kussen";"Type lamp";"Type lichtbron meegeleverd";"Type merchandise";"Type muursticker";"Type onderstel";"Type onderstel meubel";"Type polig";"Type slaper";"Type staande lamp";"Type vloerkleed";"Type wijnkoeler";"Type zitkussen";"Uitzonderingen fabrieksgarantie";"Van gerecycled materiaal";"Vergrendelbare deksel";"Verkoelende werking";"Verpakking breedte";"Verpakking breedte Eenheid";"Verpakking hoogte";"Verpakking hoogte Eenheid";"Verpakking lengte";"Verpakking lengte Eenheid";"Verpakkingsgewicht";"Verpakkingsgewicht Eenheid";"Verpakkingsinhoud";"Verstelbaar";"Vorstbestendig";"Vulgewicht";"Wasbare tijk of vulling";"Wasvoorschrift";"Waterafstotend";"Waterdichtheid";"Wifi vereist";"Zitdiepte";"Zitdiepte Eenheid";"Zithoogte";"Zithoogte Eenheid"
Linen & More - Ovenwant 'Indi' (Army Green);8717266385216;8717266385216;Ovenwanten;Ovenwant van het merk Linen & More met een afmeting van 33cm x 18cm x 1cm.;;;1;stuk(s);;;;;;;;;https://media.s-bol.com/YR3NzlPEj2x2/original.pdf;"Niet van toepassing;https://media.s-bol.com/YR3NzlPEj2x2/original.pdf";;;;hello@planethappy.nl;;B Living Platinastraat 100 7554 NB Hengelo Nederland;Maison d'Abri®;;;;;;;;;;;;;;Groen;;;Katoen;;;;Linen & More;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ophanglus;;Effen;;;;0.20;kg;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;cm;1;cm;32;cm;0.20;kg;1;;;;;;;;;;;;
Theelichthouder fleury kaketoe medium 12cm;8716522094053;8716522094053;Decoratieve schaal;Theelichthouder fleury kaketoe medium 12cm;;;;;;;1;stuk(s);;;;;;;10;cm;;info@b-living.eu;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Multi;;;Glas;;;;Mars & More;;;;10;cm;12.5;cm;10;cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 seizoenen;2024;;;;;;;;;;;;;;;Modern;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;mm;20;mm;30;mm;;;;;;;;;;;;;;;
*pennenbak koehuid luipaard 10cm*;8716522082364;8716522082364;Pennenbak;*pennenbak koehuid luipaard 10cm*;;;;;;;;;;;;;;;9;cm;Kinderen en volwassenen;info@b-living.eu;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Multi;;;;;;;Mars & More;;;;10;cm;10;cm;9;cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rond;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;N;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;cm;15;cm;20;cm;178;g;;;;;;;;;;;;;
Paraplu Standaard leer zilver h45cm;8716522103557;8716522103557;Opberger;Paraplu Standaard leer zilver h45cm;;;;;;;1;stuk(s);;;;;;;0;cm;;info@b-living.eu;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Zilver;;;Aluminium;;;;Mars & More;;;;14;cm;45;cm;27;cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;l;;Rond;;;;;;;;;;;;;1;;;;;;;;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;N;;;;N;;;;;;;N;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;N;N;;;;;;;;;;;;;;;Overig;;;;;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;Geen deksel;;;;;;;;;;;;;;;;;;;30;cm;20;cm;50;cm;0;g;Paraplu standaard;;;;;;;Niet waterdicht;;;;;
schoenlepel haas 55cm;8716522053517;8716522053517;Schoenverzorging;schoenlepel haas 55cm;;;;;;;;;;;;;;;;;;info@b-living.eu;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Zilver;;;;;;;Mars & More;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schoenpoets;;;;;;;;Geen taal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leer;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;ml;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;mm;10;mm;52;mm;0.60;g;;;;;;;;;;;;;
schoenlepel hertenkop 56cm;8716522062007;8716522062007;Schoenverzorging;schoenlepel hertenkop 56cm;;;;;;;;;;;;;;;;;;info@b-living.eu;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Zilver;;;;;;;Mars & More;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schoenpoets;;;;;;;;Geen taal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leer;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;ml;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;343;mm;238;mm;628;mm;111;g;;;;;;;;;;;;;
etagère hout rond 3 lagen 80cm;8716522070477;8716522070477;Opvang- en bewaarbakjes of -zakjes;etagère hout rond 3 lagen 80cm;;;1;stuk(s);;;;;;;;;;;;;;info@b-living.eu;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Bruin;;;Hout;;;;Mars & More;;;;50;cm;100;cm;50;cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.75;kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;cm;10;cm;5;cm;0.01;kg;Serveer standard Wood Aluminium 50x50x100cm Mars & More. Deze bijzondere Serveer standard heeft de samenstelling Aluminium. Het is een bijzondere aanvulling in je interieur en past bij de meeste accessoires in je thuis. Een onmisbaar item om een opvallende indruk te geven aan jezelf en aan anderen. Het gewicht van de Serveer standard is 9.7500KG, het is daardoor eenvoudig op te tillen en te verplaatsen. Het product is in 1 formaat te verkrijgen. En het is in 1 kleur beschikbaar. Wasvoorschriften: afnemen met een lichtvochtige doek. Afmeting: 50x50x100cm.;;;;;;;;;;;;
keuken etagère hout rond 3 lagen 55cm;8716522070491;8716522070491;Opvang- en bewaarbakjes of -zakjes;keuken etagère hout rond 3 lagen 55cm;;;1;stuk(s);;;;;;;;;;;;;;;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Bruin;;;Hout;;;;Mars & More;;;;30;cm;48;cm;30;cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.93;kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;cm;4.80;cm;3;cm;0.00;kg;Serveer standard Wood Aluminium 30x30x48cm Mars & More. Deze decoratieve Serveer standard heeft de samenstelling Aluminium. Het is een prachtige aanvulling in je interieur en past bij de meeste deco artikelen in je kamer. Een onmisbaar item om een bijzondere indruk te geven aan jezelf en aan anderen. Het gewicht van de Serveer standard is 1.9270KG, het is daardoor eenvoudig op te tillen en te verplaatsen. Het product is in 1 formaat te verkrijgen. En het is in 1 kleur beschikbaar. Wasvoorschriften: afnemen met een lichtvochtige doek. Afmeting: 30x30x48cm.;;;;;;;;;;;;
etagère rond goud 5 lagen 150cm;8716522090611;8716522090611;Opvang- en bewaarbakjes of -zakjes;etagère rond goud 5 lagen 150cm;;;1;stuk(s);;;;;;;;;;;;;;info@b-living.eu;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Zilver;;;Aluminium;;;;Mars & More;;;;60;cm;170;cm;170;cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 etagère;;;;;;;;;;;;
*beker jungle wit 400cc*;8716522075090;8716522075090;Baby- en peuterdrinkbeker;*beker jungle wit 400cc*;;;;;;;;;;;;;;;;;;;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Wit;;Y;Porselein;;;;Mars & More;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;ml;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Geen sportclub;;;;;;;;;;;Open beker;;;;;;;;;;;;;;;;;;;;;;;20;cm;15;cm;25;cm;;;1 mok;;;;;;;;;;;;
wijnstopper hert champagne goud;8716522091946;8716522091946;Wijnafsluiter;wijnstopper hert champagne goud;;;1;stuk(s);;;;;;;;N;;;;;;info@b-living.eu;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Goud;;;Aluminium;;;;Mars & More;;;;;;12;cm;3;cm;;;;;;;;;;;;;;;;;;;;;;;;Champagneafsluiter;N;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;1 jaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Y;;;7616999099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;cm;15;cm;45;cm;0.01;kg;1x wijnstopper;;;;;;;;;;;;
wijnstopper fazant champagne goud 8,5X8,5X8cm;8716522091953;8716522091953;Wijnafsluiter;wijnstopper fazant champagne goud 8,5X8,5X8cm;;;1;stuk(s);;;;;;;;N;;;8.50;cm;;info@b-living.eu;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Goud;;;Aluminium;;;;Mars & More;;;;8.50;cm;8;cm;8.50;cm;;;;;;;;;;;;;;;;;;;;;;;;Champagneafsluiter;N;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 jaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;cm;15;cm;45;cm;0.01;kg;;;;;;;;;;;;;
kandelaar rond mango hout 20cm;8716522082005;8716522082005;Kandelaar;kandelaar rond mango hout 20cm;;;;;;;1;stuk(s);;;;;;;10;cm;Alle leeftijden;info@b-living.eu;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Bruin;;;Hout;;;;Mars & More;;;;10;cm;20;cm;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;Voor binnen;Rond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Modern;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;cm;35;cm;15;cm;0;kg;;;;;;;;;;;;;
waterhyacinth windlicht rond franjes 27cm;8716522095746;8716522095746;Kandelaar;waterhyacinth windlicht rond franjes 27cm;;;;;;;1;stuk(s);;;;;;;17;cm;Alle leeftijden;info@b-living.eu;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Bruin;;;Bamboe;;;;Mars & More;;;;0;cm;27;cm;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;Voor binnen;Rond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Modern;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;cm;35;cm;40;cm;0.01;kg;;;;;;;;;;;;;
Kaarsen Standaard gewei goud 4 h58cm;8716522103625;8716522103625;Kandelaar;Kaarsen Standaard gewei goud 4 h58cm;;;;;;;1;stuk(s);;;;;;;;;Alle leeftijden;info@b-living.eu;;Platinastraat 100 7554 NB Hengelo;B-Living;;;;;;;;;;;;;;Zilver;;;Aluminium;;;;Mars & More;;;;10;cm;58;cm;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;Voor binnen;Rechthoek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Landelijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;cm;20;cm;60;cm;0;kg;;;;;;;;;;;;;
Mars & More waxinelichthouder met veren patroon;8716522074796;8716522074796;Waxinelichtjeshouder;"<p>Deze waxinelichthouders met veren patroon geven een luxe uitstraling in je huis. De waxinelichthouders zijn gemaakt van glas en zijn van binnen bewerkt met een goud laagje. Ze zijn verkrijgbaar in verschillende maten; klein, middel en groot.</p> <p> </p> <p><strong>Sponsor met uw bestelling stichting DAPD.</strong><br />Besteld u bij Radey's (Via BOL.COM)?<br />Dan doneren wij €1,- van elk verkochte artikel aan stichting DAPD.</p> <p>Als doel heeft de DAPD om kinderen (en soms volwassenen) die het zwaar hebben in hun leven een positieve ervaring te bezorgen. Dit kan zijn doordat zij lijden aan een chronische lichamelijke-, psychische- en/of terminale ziekte of handicap.</p> <p>Ze doen dit door het invullen en opluisteren van ritten en evenementen voor deze doelgroep. Daarvoor maken ze gebruik van (replica’s van) originele Amerikaanse politievoertuigen en andere speciale voertuigen. Om de ervaring zo echt mogelijk te maken gebruiken wij voertuigen die lijken op Politievoertuigen die in de USA daadwerkelijk worden of zijn gebruikt. Ook gaan ze hiervoor tijdens evenementen vaak gekleed in de originele kleding die door de betreffende politiedienst gebruikt worden.</p>";;;;;;;1;stuk(s);;;;;;;8;cm;Alle leeftijden;;;;;;;;;;;;;;;;;;Groen;;;Glas;;;;Mars & More;;;;8;cm;10;cm;8;cm;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;Voor binnen;Rond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 seizoenen;Never out of stock;;;;;;;;;;;;;;;Landelijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;cm;15;cm;15;cm;0.05;kg;;;;;;;;;;;;;
Waxinelichthouder Veren Groen (12 x 10 cm);8716522074819;8716522074819;Waxinelichtjeshouder;"Deze waxinelichthouders met veren patroon geven een luxe uitstraling in je huis. De waxinelichthouders zijn gemaakt van glas en zijn van binnen bewerkt met een goud laagje. Ze zijn verkrijgbaar in verschillende maten; klein, middel en groot";;;;;;;1;stuk(s);;;;;;;10;cm;Alle leeftijden;;;;;;;;;;;;;;;;;;Groen;;;Glas;;;;Mars & More;;;;10;cm;12;cm;10;cm;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;Voor binnen;Rond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 seizoenen;Never out of stock;;;;;;;;;;;;;;;Landelijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;cm;1.20;cm;1;cm;0;kg;;;;;;;;;;;;;
Mars & More Waxinelichthouder - zwart - glas - papegaai print - 10 cm - Windlichtjes/kaarsenhouders;8716522074833;8716522074833;Waxinelichtjeshouder;<p>Deze elegante waxinelichthouder van Mars & More is gemaakt van zwart glas en voorzien van een kleurrijke papegaaiprint. Met een formaat van ca. 10 cm hoog en 8 cm in diameter is hij perfect voor waxinelichtjes of kleine kaarsen. De dierenprint zorgt voor een speels en exotisch accent in je interieur, terwijl het donkere glas een warme sfeer creëert wanneer het licht brandt. Ideaal voor op tafel, een plank of in de vensterbank.</p> <h3>Kenmerken</h3> <ul> <li>Merk: Mars & More</li> <li>Materiaal: Glas</li> <li>Kleur: Zwart</li> <li>Lengte: 8 cm</li> <li>Breedte: 8 cm</li> <li>Hoogte: 10 cm</li> <li>Breekbaar: Ja</li> <li>Voor binnen of buiten: Binnen</li> </ul>;;;;;;;1;stuk(s);;;;;;;8;cm;Alle leeftijden;info@b-living.eu;;Platinastraat 100, 7554 NB Hengelo ov, NL;B Living Bv;;;;;;;;;;;;;;Zwart;;;Glas;;;;Mars & More;;;;8;cm;10;cm;8;cm;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;Voor binnen;Rond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 seizoenen;Never out of stock;;;;;;;;;;;;;;;Landelijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;cm;0;cm;0;cm;0.20;kg;;;;;;;;;;;;;
Mars & More Waxinelichthouder Luipaard/ Panter Zwart-Goud(8 x 7 cm);8716522074857;8716522074857;Waxinelichtjeshouder;<p>Waxinelichthouder Luipaard/Panter Zwart-Goud (8 x 7 cm)</p> <p> </p> <p><strong>Sponsor met uw bestelling stichting DAPD.</strong><br />Besteld u bij Radey's (Via BOL.COM)?<br />Dan doneren wij €1,- van elk verkochte artikel aan stichting DAPD.</p> <p>Als doel heeft de DAPD om kinderen (en soms volwassenen) die het zwaar hebben in hun leven een positieve ervaring te bezorgen. Dit kan zijn doordat zij lijden aan een chronische lichamelijke-, psychische- en/of terminale ziekte of handicap.</p> <p>Ze doen dit door het invullen en opluisteren van ritten en evenementen voor deze doelgroep. Daarvoor maken ze gebruik van (replica’s van) originele Amerikaanse politievoertuigen en andere speciale voertuigen. Om de ervaring zo echt mogelijk te maken gebruiken wij voertuigen die lijken op Politievoertuigen die in de USA daadwerkelijk worden of zijn gebruikt. Ook gaan ze hiervoor tijdens evenementen vaak gekleed in de originele kleding die door de betreffende politiedienst gebruikt worden.</p>;;;;;;;1;stuk(s);;;;;;;7;cm;Alle leeftijden;;;;;;;;;;;;;;;;;;Zwart - Goud;;;Glas;;;;Mars & More;;;;7;cm;8;cm;7;cm;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;Voor binnen;Rond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 seizoenen;Never out of stock;;;;;;;;;;;;;;;Modern;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;cm;10;cm;10;cm;0.02;kg;;;;;;;;;;;;;
